F3;156;316;159;1;157;155;0.4936708860759494
F1;164;316;159;84;157;80;0.5189873417721519
Fz;168;316;159;98;157;70;0.5316455696202531
F2;154;316;159;19;157;135;0.4873417721518987
F4;159;316;159;94;157;65;0.5031645569620253
FC5;157;316;159;0;157;157;0.49683544303797467
FC3;156;316;159;2;157;154;0.4936708860759494
FC1;151;316;159;2;157;149;0.4778481012658228
FCz;166;316;159;47;157;119;0.5253164556962026
FC2;159;316;159;2;157;157;0.5031645569620253
FC4;153;316;159;33;157;120;0.48417721518987344
FC6;153;316;159;4;157;149;0.48417721518987344
C5;156;316;159;0;157;156;0.4936708860759494
C3;149;316;159;114;157;35;0.47151898734177217
C1;165;316;159;33;157;132;0.5221518987341772
Cz;155;316;159;2;157;153;0.49050632911392406
C2;157;316;159;0;157;157;0.49683544303797467
C4;166;316;159;156;157;10;0.5253164556962026
C6;157;316;159;0;157;157;0.49683544303797467
CP5;157;316;159;0;157;157;0.49683544303797467
CP3;154;316;159;10;157;144;0.4873417721518987
CP1;158;316;159;48;157;110;0.5
CPz;163;316;159;12;157;151;0.5158227848101266
CP2;156;316;159;2;157;154;0.4936708860759494
CP4;162;316;159;28;157;134;0.5126582278481012
CP6;159;316;159;8;157;151;0.5031645569620253
O1;166;316;159;156;157;10;0.5253164556962026
O2;157;316;159;0;157;157;0.49683544303797467
